#node	identifier	category	term ID	term description
WRKY51	3702.Q93WU9	GO Function	GO:1901363	Heterocyclic compound binding
WRKY51	3702.Q93WU9	GO Component	GO:0005622	Intracellular anatomical structure
WRKY51	3702.Q93WU9	GO Component	GO:0005634	Nucleus
WRKY51	3702.Q93WU9	GO Component	GO:0043226	Organelle
WRKY51	3702.Q93WU9	GO Component	GO:0043227	Membrane-bounded organelle
WRKY51	3702.Q93WU9	GO Component	GO:0043229	Intracellular organelle
WRKY51	3702.Q93WU9	GO Component	GO:0043231	Intracellular membrane-bounded organelle
WRKY51	3702.Q93WU9	GO Component	GO:0110165	Cellular anatomical entity
WRKY51	3702.Q93WU9	STRING clusters	CL:25998	Mixed, incl. WRKY transcription factor, plant, and Jasmonic acid signaling pathway
WRKY51	3702.Q93WU9	STRING clusters	CL:26212	WRKY transcription factor, plant, and BSD domain
WRKY51	3702.Q93WU9	STRING clusters	CL:26214	WRKY transcription factor, plant, and Cotyledon boundary formation
WRKY51	3702.Q93WU9	STRING clusters	CL:26216	WRKY transcription factor, plant, and 3xHMG-box protein HMGB6/HMGB13
WRKY51	3702.Q93WU9	STRING clusters	CL:26218	WRKY transcription factor, plant, and 3xHMG-box protein HMGB6/HMGB13
WRKY51	3702.Q93WU9	STRING clusters	CL:26220	WRKY transcription factor, plant, and 3xHMG-box protein HMGB6/HMGB13
WRKY51	3702.Q93WU9	STRING clusters	CL:26221	WRKY transcription factor, plant, and 3xHMG-box protein HMGB6/HMGB13
WRKY51	3702.Q93WU9	STRING clusters	CL:26223	WRKY transcription factor, plant
WRKY51	3702.Q93WU9	UniProt Keywords	KW-0238	DNA-binding
WRKY51	3702.Q93WU9	UniProt Keywords	KW-0539	Nucleus
WRKY51	3702.Q93WU9	UniProt Keywords	KW-0611	Plant defense
WRKY51	3702.Q93WU9	UniProt Keywords	KW-0804	Transcription
WRKY51	3702.Q93WU9	UniProt Keywords	KW-0805	Transcription regulation
WRKY51	3702.Q93WU9	InterPro	IPR003657	WRKY domain
WRKY51	3702.Q93WU9	InterPro	IPR036576	WRKY domain superfamily
WRKY51	3702.Q93WU9	InterPro	IPR044810	WRKY transcription factor, plant
WRKY51	3702.Q93WU9	SMART	SM00774	DNA binding domain
WRKY55	3702.Q9SHB5	GO Process	GO:0006355	Regulation of transcription, DNA-templated
WRKY55	3702.Q9SHB5	GO Process	GO:0009889	Regulation of biosynthetic process
WRKY55	3702.Q9SHB5	GO Process	GO:0010468	Regulation of gene expression
WRKY55	3702.Q9SHB5	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
WRKY55	3702.Q9SHB5	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0019222	Regulation of metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0031323	Regulation of cellular metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0031326	Regulation of cellular biosynthetic process
WRKY55	3702.Q9SHB5	GO Process	GO:0050789	Regulation of biological process
WRKY55	3702.Q9SHB5	GO Process	GO:0050794	Regulation of cellular process
WRKY55	3702.Q9SHB5	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0051252	Regulation of RNA metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0060255	Regulation of macromolecule metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:0065007	Biological regulation
WRKY55	3702.Q9SHB5	GO Process	GO:0080090	Regulation of primary metabolic process
WRKY55	3702.Q9SHB5	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
WRKY55	3702.Q9SHB5	GO Process	GO:2001141	Regulation of RNA biosynthetic process
WRKY55	3702.Q9SHB5	GO Function	GO:0000976	Transcription cis-regulatory region binding
WRKY55	3702.Q9SHB5	GO Function	GO:0001067	Transcription regulatory region nucleic acid binding
WRKY55	3702.Q9SHB5	GO Function	GO:0003676	Nucleic acid binding
WRKY55	3702.Q9SHB5	GO Function	GO:0003677	DNA binding
WRKY55	3702.Q9SHB5	GO Function	GO:0003690	Double-stranded DNA binding
WRKY55	3702.Q9SHB5	GO Function	GO:0003700	DNA-binding transcription factor activity
WRKY55	3702.Q9SHB5	GO Function	GO:0005488	Binding
WRKY55	3702.Q9SHB5	GO Function	GO:0043565	Sequence-specific DNA binding
WRKY55	3702.Q9SHB5	GO Function	GO:0097159	Organic cyclic compound binding
WRKY55	3702.Q9SHB5	GO Function	GO:0140110	Transcription regulator activity
WRKY55	3702.Q9SHB5	GO Function	GO:1901363	Heterocyclic compound binding
WRKY55	3702.Q9SHB5	GO Function	GO:1990837	Sequence-specific double-stranded DNA binding
WRKY55	3702.Q9SHB5	GO Component	GO:0005622	Intracellular anatomical structure
WRKY55	3702.Q9SHB5	GO Component	GO:0005634	Nucleus
WRKY55	3702.Q9SHB5	GO Component	GO:0043226	Organelle
WRKY55	3702.Q9SHB5	GO Component	GO:0043227	Membrane-bounded organelle
WRKY55	3702.Q9SHB5	GO Component	GO:0043229	Intracellular organelle
WRKY55	3702.Q9SHB5	GO Component	GO:0043231	Intracellular membrane-bounded organelle
WRKY55	3702.Q9SHB5	GO Component	GO:0110165	Cellular anatomical entity
WRKY55	3702.Q9SHB5	STRING clusters	CL:25998	Mixed, incl. WRKY transcription factor, plant, and Jasmonic acid signaling pathway
WRKY55	3702.Q9SHB5	STRING clusters	CL:26212	WRKY transcription factor, plant, and BSD domain
WRKY55	3702.Q9SHB5	STRING clusters	CL:26214	WRKY transcription factor, plant, and Cotyledon boundary formation
WRKY55	3702.Q9SHB5	STRING clusters	CL:26216	WRKY transcription factor, plant, and 3xHMG-box protein HMGB6/HMGB13
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0005622	Intracellular
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0005634	Nucleus
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0043226	Organelle
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0043229	Intracellular organelle
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
WRKY55	3702.Q9SHB5	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
WRKY55	3702.Q9SHB5	UniProt Keywords	KW-0025	Alternative splicing
WRKY55	3702.Q9SHB5	UniProt Keywords	KW-0238	DNA-binding
WRKY55	3702.Q9SHB5	UniProt Keywords	KW-0539	Nucleus
WRKY55	3702.Q9SHB5	UniProt Keywords	KW-0804	Transcription
WRKY55	3702.Q9SHB5	UniProt Keywords	KW-0805	Transcription regulation
WRKY55	3702.Q9SHB5	InterPro	IPR003657	WRKY domain
WRKY55	3702.Q9SHB5	InterPro	IPR036576	WRKY domain superfamily
WRKY55	3702.Q9SHB5	InterPro	IPR044810	WRKY transcription factor, plant
WRKY55	3702.Q9SHB5	SMART	SM00774	DNA binding domain
