WRKY48_F_Vitvi05g00145	5	100.000	22	0	0	1	22	1379125	1379146	1.51e-04	44.1
WRKY48_F_Vitvi05g00145	M	100.000	15	0	0	4	18	89809	89795	2.3	30.2
WRKY48_F_Vitvi05g00145	Un	100.000	15	0	0	4	18	3781072	3781058	2.3	30.2
WRKY48_F_Vitvi05g00145	Un	100.000	15	0	0	4	18	5083697	5083683	2.3	30.2
WRKY48_F_Vitvi05g00145	18	100.000	15	0	0	4	18	1879574	1879588	2.3	30.2
WRKY48_F_Vitvi05g00145	11	100.000	15	0	0	5	19	6970498	6970512	2.3	30.2
WRKY48_F_Vitvi05g00145	11	100.000	14	0	0	9	22	2452927	2452914	9.0	28.2
WRKY48_F_Vitvi05g00145	3	100.000	15	0	0	5	19	1576297	1576283	2.3	30.2
WRKY48_F_Vitvi05g00145	16	100.000	14	0	0	8	21	11162989	11163002	9.0	28.2
WRKY48_F_Vitvi05g00145	14	100.000	14	0	0	8	21	11753537	11753550	9.0	28.2
WRKY48_F_Vitvi05g00145	10	100.000	14	0	0	2	15	1488871	1488884	9.0	28.2
WRKY48_F_Vitvi05g00145	6	100.000	14	0	0	8	21	7168019	7168032	9.0	28.2
WRKY48_F_Vitvi05g00145	6	100.000	14	0	0	3	16	18916795	18916808	9.0	28.2
WRKY48_R_Vitvi05g00145	5	100.000	22	0	0	1	22	1379555	1379534	1.51e-04	44.1
WRKY48_R_Vitvi05g00145	11	100.000	17	0	0	3	19	2065220	2065204	0.15	34.2
WRKY48_R_Vitvi05g00145	11	94.444	18	1	0	3	20	3341662	3341679	9.0	28.2
WRKY48_R_Vitvi05g00145	Un	100.000	14	0	0	9	22	1937312	1937325	9.0	28.2
WRKY48_R_Vitvi05g00145	10	100.000	14	0	0	4	17	9519332	9519345	9.0	28.2
WRKY48_R_Vitvi05g00145	9	100.000	14	0	0	9	22	17394577	17394590	9.0	28.2
WRKY48_R_Vitvi05g00145	9	100.000	14	0	0	9	22	5437102	5437089	9.0	28.2
WRKY48_R_Vitvi05g00145	14	100.000	14	0	0	9	22	15050486	15050473	9.0	28.2
WRKY48_R_Vitvi05g00145	12	100.000	14	0	0	9	22	7244816	7244803	9.0	28.2
WRKY48_R_Vitvi05g00145	1	100.000	14	0	0	1	14	11967903	11967890	9.0	28.2
defensin_F_Vitvi01g01476	1	100.000	22	0	0	1	22	19893966	19893945	1.51e-04	44.1
defensin_F_Vitvi01g01476	1	100.000	14	0	0	2	15	10242782	10242795	9.0	28.2
defensin_F_Vitvi01g01476	1	100.000	14	0	0	4	17	13137955	13137942	9.0	28.2
defensin_F_Vitvi01g01476	18	100.000	14	0	0	9	22	22548227	22548240	9.0	28.2
defensin_F_Vitvi01g01476	14	100.000	14	0	0	4	17	13927429	13927442	9.0	28.2
defensin_F_Vitvi01g01476	12	100.000	14	0	0	4	17	12388054	12388067	9.0	28.2
defensin_F_Vitvi01g01476	12	100.000	14	0	0	4	17	10996568	10996555	9.0	28.2
defensin_F_Vitvi01g01476	7	100.000	14	0	0	1	14	765117	765130	9.0	28.2
defensin_F_Vitvi01g01476	7	100.000	14	0	0	4	17	18876355	18876368	9.0	28.2
defensin_F_Vitvi01g01476	7	100.000	14	0	0	2	15	24897140	24897127	9.0	28.2
defensin_F_Vitvi01g01476	3	100.000	14	0	0	4	17	14163113	14163126	9.0	28.2
defensin_F_Vitvi01g01476	3	100.000	14	0	0	8	21	15628828	15628815	9.0	28.2
defensin_F_Vitvi01g01476	17	100.000	14	0	0	4	17	16803789	16803776	9.0	28.2
defensin_F_Vitvi01g01476	17	100.000	14	0	0	4	17	17687994	17687981	9.0	28.2
defensin_F_Vitvi01g01476	11	100.000	14	0	0	2	15	1176439	1176426	9.0	28.2
defensin_F_Vitvi01g01476	5	100.000	14	0	0	4	17	4992218	4992205	9.0	28.2
defensin_F_Vitvi01g01476	4	100.000	14	0	0	4	17	11727830	11727817	9.0	28.2
defensin_R_Vitvi01g01476	1	100.000	21	0	0	1	21	19893854	19893874	4.97e-04	42.1
defensin_R_Vitvi01g01476	4	100.000	16	0	0	3	18	1294083	1294098	0.48	32.2
defensin_R_Vitvi01g01476	7	94.737	19	1	0	2	20	256969	256987	1.9	30.2
defensin_R_Vitvi01g01476	19	100.000	14	0	0	8	21	10126134	10126147	7.5	28.2
defensin_R_Vitvi01g01476	9	100.000	14	0	0	8	21	5842520	5842533	7.5	28.2
defensin_R_Vitvi01g01476	18	100.000	14	0	0	7	20	12491057	12491044	7.5	28.2
bZIP53_F_Vitvi05g00108	5	100.000	22	0	0	1	22	1034424	1034445	1.51e-04	44.1
bZIP53_F_Vitvi05g00108	8	100.000	15	0	0	5	19	17814025	17814011	2.3	30.2
bZIP53_F_Vitvi05g00108	8	100.000	14	0	0	8	21	11936199	11936212	9.0	28.2
bZIP53_F_Vitvi05g00108	8	100.000	14	0	0	9	22	12925703	12925716	9.0	28.2
bZIP53_F_Vitvi05g00108	6	100.000	15	0	0	8	22	13182052	13182066	2.3	30.2
bZIP53_F_Vitvi05g00108	6	100.000	14	0	0	9	22	6696589	6696602	9.0	28.2
bZIP53_F_Vitvi05g00108	19	100.000	14	0	0	9	22	1372165	1372152	9.0	28.2
bZIP53_F_Vitvi05g00108	19	100.000	14	0	0	9	22	1391019	1391006	9.0	28.2
bZIP53_F_Vitvi05g00108	19	100.000	14	0	0	9	22	7981592	7981605	9.0	28.2
bZIP53_F_Vitvi05g00108	18	100.000	14	0	0	3	16	3617835	3617822	9.0	28.2
bZIP53_F_Vitvi05g00108	18	100.000	14	0	0	9	22	27213529	27213516	9.0	28.2
bZIP53_F_Vitvi05g00108	18	100.000	14	0	0	9	22	9226982	9226995	9.0	28.2
bZIP53_F_Vitvi05g00108	18	100.000	14	0	0	9	22	31009322	31009335	9.0	28.2
bZIP53_F_Vitvi05g00108	15	94.444	18	1	0	2	19	14907619	14907602	9.0	28.2
bZIP53_F_Vitvi05g00108	15	100.000	14	0	0	9	22	18909741	18909728	9.0	28.2
bZIP53_F_Vitvi05g00108	11	100.000	14	0	0	8	21	5931603	5931590	9.0	28.2
bZIP53_F_Vitvi05g00108	7	100.000	14	0	0	9	22	6794432	6794419	9.0	28.2
bZIP53_F_Vitvi05g00108	7	100.000	14	0	0	9	22	18302869	18302856	9.0	28.2
bZIP53_F_Vitvi05g00108	3	100.000	14	0	0	9	22	11135309	11135296	9.0	28.2
bZIP53_F_Vitvi05g00108	2	100.000	14	0	0	8	21	6781052	6781039	9.0	28.2
