0.8675458	0.7366328	0.6241211	0.5511023	0.6524094
0.4958862	0.697456	0.5908964	0.6389954	0.5029327
0.6762371	0.6097985	0.5342866	0.6377524	0.45834
0.6390997	0.5752515	0.6277693	0.4642669	0.5668082
0.4650748	0.5951281	0.4241087	0.7598174	0.5484685
0.5917344	0.436629	0.619762	0.8868524	0.3745602
0.5238807	0.6644123	0.8696872	0.3903217	0.6623896
0.3425692	0.4258231	0.5760078	0.6785201	0.3608073
0.4041047	0.5424356	0.7058614	0.9352124	0.4247051
0.3916719	0.3437544	0.3995837	0.2526668	0.5198069
0.5400605	0.394132	0.7198098	0.3576143	0.4174383
0.7257346	0.6833464	0.5959824	0.7190041	0.5076587
0.672967	0.6270137	0.7042904	0.5185048	0.6285467
0.5149612	0.6645704	0.4616179	0.7818752	0.5884213
0.6564461	0.4790575	0.6936987	0.9803451	0.4361198
0.5699889	0.7284154	0.9584492	0.4568006	0.7440302
0.3922767	0.4600792	0.6281589	0.75543	0.415434
0.4733681	0.5962476	0.7775683	1.031678	0.4988877
0.4135509	0.3835283	0.4641165	0.2949164	0.5441294
0.5891419	0.4209302	0.786786	0.4023074	0.4868902
0.6122878	0.4962092	0.6479772	0.4221355	0.7215827
0.5708401	0.6432837	0.4384554	0.7210198	1.009825
0.4427105	0.5557695	0.7569074	0.99136	0.4622716
0.771017	0.3963744	0.4433667	0.6541577	0.7858476
0.4184119	0.4796245	0.5816939	0.805726	1.064255
0.5040244	0.376108	0.3887968	0.4738038	0.2771639
0.5285877	0.578019	0.3823676	0.8183746	0.4064562
0.4954578	0.7279213	1.043314	0.4845923	0.7526004
0.8062376	1.031438	0.5107469	0.7782844	0.4120347
0.6139761	0.6772664	0.7997044	0.4406658	0.5218723
0.7788907	0.8554221	1.104699	0.5528657	0.5816978
0.4468859	0.522641	0.3343981	0.7416258	0.7818052
0.5945508	0.8746601	0.4711388	0.5508885	1.361258
0.6537354	0.6692886	1.084459	1.368906	0.6856077
0.9006102	0.9712404	1.399652	1.810938	0.9348448
0.4327746	0.6498433	0.8876073	0.3751044	0.758195
0.9603834	0.4488689	1.405119	0.6773374	0.9190961
0.7053231	0.7098867	1.147952	1.456475	0.7420342
0.3638928	0.5906145	0.7256159	0.3747658	0.6328996
0.7323253	0.3824635	1.186714	0.6205851	0.7595812
0.4602896	0.7002524	0.9620926	0.4184478	0.7976145
1.023879	0.4812227	1.491509	0.7325853	0.9984201
0.4093341	0.4620768	0.2830109	0.7183631	0.3230303
0.4153434	0.8178711	0.4235267	0.4802641	0.7479502
